Index,ground,margin,matchdate,matchid,team1,team2,winner
1287,Adelaide,6 wickets,"Feb 10, 2009",351692,Australia,New Zealand,Australia
1286,Colombo (RPS),68 runs,"Feb 8, 2009",386534,Sri Lanka,India,Sri Lanka
1285,Sydney,32 runs,"Feb 8, 2009",351691,Australia,New Zealand,Australia
1284,Melbourne,6 wickets,"Feb 6, 2009",351690,Australia,New Zealand,New Zealand
1283,Colombo (RPS),67 runs,"Feb 5, 2009",386533,Sri Lanka,India,India
1282,Nairobi (Gym),7 wickets,"Feb 4, 2009",385027,Kenya,Zimbabwe,Zimbabwe
1281,Colombo (RPS),147 runs,"Feb 3, 2009",386532,Sri Lanka,India,India
1280,Nairobi (Gym),66 runs,"Feb 1, 2009",385026,Kenya,Zimbabwe,Zimbabwe
1279,Perth,2 wickets,"Feb 1, 2009",351689,Australia,New Zealand,New Zealand
1278,Colombo (RPS),15 runs,"Jan 31, 2009",386531,Sri Lanka,India,India
1277,Nairobi (Gym),4 wickets,"Jan 31, 2009",385025,Kenya,Zimbabwe,Zimbabwe
1276,Perth,39 runs,"Jan 30, 2009",351688,Australia,South Africa,South Africa
1275,Mombasa,151 runs,"Jan 29, 2009",385024,Kenya,Zimbabwe,Zimbabwe
1274,Dambulla,6 wickets,"Jan 28, 2009",386530,Sri Lanka,India,India
1273,Mombasa,109 runs,"Jan 27, 2009",385023,Kenya,Zimbabwe,Zimbabwe
1272,Adelaide,8 wickets,"Jan 26, 2009",351687,Australia,South Africa,South Africa
1271,Lahore,234 runs,"Jan 24, 2009",385751,Pakistan,Sri Lanka,Sri Lanka
1270,Sydney,3 wickets,"Jan 23, 2009",351686,Australia,South Africa,South Africa
1269,Dhaka,6 wickets,"Jan 23, 2009",378759,Bangladesh,Zimbabwe,Bangladesh
1268,Karachi,129 runs,"Jan 21, 2009",385750,Pakistan,Sri Lanka,Sri Lanka
1267,Dhaka,6 wickets,"Jan 21, 2009",378758,Bangladesh,Zimbabwe,Bangladesh
1266,Karachi,8 wickets,"Jan 20, 2009",385749,Pakistan,Sri Lanka,Pakistan
1265,Dhaka,2 wickets,"Jan 19, 2009",378757,Bangladesh,Zimbabwe,Zimbabwe
1264,Hobart,5 runs,"Jan 18, 2009",351685,Australia,South Africa,Australia
1263,Melbourne,3 wickets,"Jan 16, 2009",351684,Australia,South Africa,South Africa
1262,Dhaka,2 wickets,"Jan 16, 2009",378756,Bangladesh,Sri Lanka,Sri Lanka
1261,Dhaka,5 wickets,"Jan 14, 2009",378755,Bangladesh,Sri Lanka,Bangladesh
1260,Napier,9 runs,"Jan 13, 2009",366713,New Zealand,West Indies,New Zealand
1259,Dhaka,130 runs,"Jan 12, 2009",378754,Sri Lanka,Zimbabwe,Sri Lanka
1258,Dhaka,38 runs,"Jan 10, 2009",378753,Bangladesh,Zimbabwe,Zimbabwe
1257,Auckland,,"Jan 10, 2009",366712,New Zealand,West Indies,no result
1256,Wellington,7 wickets,"Jan 7, 2009",366711,New Zealand,West Indies,New Zealand
1255,Christchurch,5 wickets,"Jan 3, 2009",366710,New Zealand,West Indies,West Indies
1254,Queenstown,,"Dec 31, 2008",366709,New Zealand,West Indies,no result
1253,Harare,19 runs,"Nov 30, 2008",375462,Zimbabwe,Sri Lanka,Sri Lanka
1252,Harare,2 wickets,"Nov 28, 2008",375461,Zimbabwe,Sri Lanka,Sri Lanka
1251,Cuttack,6 wickets,"Nov 26, 2008",361047,India,England,India
1250,Harare,5 runs,"Nov 24, 2008",375460,Zimbabwe,Sri Lanka,Sri Lanka
1249,Bengaluru,19 runs,"Nov 23, 2008",361046,India,England,India
1248,Harare,9 wickets,"Nov 22, 2008",375457,Zimbabwe,Sri Lanka,Sri Lanka
1247,Harare,6 wickets,"Nov 20, 2008",375456,Zimbabwe,Sri Lanka,Sri Lanka
1246,Kanpur,16 runs,"Nov 20, 2008",361045,India,England,India
1245,Indore,54 runs,"Nov 17, 2008",361044,India,England,India
1244,Abu Dhabi,31 runs,"Nov 16, 2008",374061,Pakistan,West Indies,Pakistan
1243,Abu Dhabi,24 runs,"Nov 14, 2008",374060,Pakistan,West Indies,Pakistan
1242,Rajkot,158 runs,"Nov 14, 2008",361043,India,England,India
1241,Abu Dhabi,4 wickets,"Nov 12, 2008",374059,Pakistan,West Indies,Pakistan
1240,Benoni,128 runs,"Nov 9, 2008",350349,South Africa,Bangladesh,South Africa
1239,Potchefstroom,61 runs,"Nov 7, 2008",350348,South Africa,Bangladesh,South Africa
1238,Kimberley,7 wickets,"Nov 2, 2008",360801,South Africa,Kenya,South Africa
1237,Bloemfontein,159 runs,"Oct 31, 2008",360800,South Africa,Kenya,South Africa
1236,Nairobi (Gym),95 runs,"Oct 19, 2008",325583,Kenya,Zimbabwe,Kenya
1235,Nairobi (Gym),86 runs,"Oct 18, 2008",325582,Kenya,Ireland,Ireland
1234,Nairobi (Gym),156 runs,"Oct 17, 2008",325581,Ireland,Zimbabwe,Zimbabwe
1233,Chattogram,79 runs,"Oct 14, 2008",361757,Bangladesh,New Zealand,New Zealand
1232,Dhaka,75 runs,"Oct 11, 2008",361756,Bangladesh,New Zealand,New Zealand
1231,Dhaka,7 wickets,"Oct 9, 2008",361755,Bangladesh,New Zealand,Bangladesh
1230,Darwin,73 runs,"Sep 6, 2008",336204,Australia,Bangladesh,Australia
1229,Cardiff,,"Sep 3, 2008",296918,England,South Africa,no result
1228,Darwin,8 wickets,"Sep 3, 2008",336202,Australia,Bangladesh,Australia
1227,Lord's,7 wickets,"Aug 31, 2008",296917,England,South Africa,England
1226,Darwin,180 runs,"Aug 30, 2008",336201,Australia,Bangladesh,Australia
1225,The Oval,126 runs,"Aug 29, 2008",296916,England,South Africa,England
1224,Colombo (RPS),112 runs,"Aug 29, 2008",343736,Sri Lanka,India,Sri Lanka
1223,Colombo (RPS),46 runs,"Aug 27, 2008",366341,Sri Lanka,India,India
1222,Nottingham,10 wickets,"Aug 26, 2008",296915,England,South Africa,England
1221,Belfast,,"Aug 25, 2008",325576,Ireland,Kenya,no result
1220,King City (NW),7 wickets,"Aug 24, 2008",349903,Canada,West Indies,West Indies
1219,Belfast,33 runs,"Aug 24, 2008",325575,Ireland,Kenya,Ireland
1218,Colombo (RPS),33 runs,"Aug 24, 2008",343734,Sri Lanka,India,India
1217,King City (NW),49 runs,"Aug 22, 2008",349901,Canada,West Indies,West Indies
1216,Leeds,20 runs,"Aug 22, 2008",296914,England,South Africa,England
1215,Rotterdam,6 wickets,"Aug 21, 2008",325574,Netherlands,Kenya,Netherlands
1214,King City (NW),6 wickets,"Aug 20, 2008",349902,Bermuda,West Indies,West Indies
1213,Dambulla,3 wickets,"Aug 20, 2008",343733,Sri Lanka,India,India
1212,King City (NW),25 runs,"Aug 18, 2008",349904,Canada,Bermuda,Canada
1211,Edinburgh,,"Aug 18, 2008",314670,Scotland,England,no result
1210,Dambulla,8 wickets,"Aug 18, 2008",343732,Sri Lanka,India,Sri Lanka
1209,Ayr,,"Aug 12, 2008",325572,Scotland,Kenya,no result
1208,Amstelveen,6 wickets,"Aug 8, 2008",354117,Netherlands,Bermuda,Netherlands
1207,Dublin,7 wickets,"Jul 31, 2008",325580,Ireland,Scotland,Ireland
1206,Dublin,6 wickets,"Jul 29, 2008",325579,Netherlands,Scotland,Scotland
1205,Dublin,7 wickets,"Jul 28, 2008",325578,Ireland,Netherlands,Ireland
1204,Basseterre,169 runs,"Jul 6, 2008",319147,West Indies,Australia,Australia
1203,Karachi,100 runs,"Jul 6, 2008",335358,India,Sri Lanka,Sri Lanka
1202,Basseterre,1 run,"Jul 4, 2008",319146,West Indies,Australia,Australia
1201,Karachi,10 wickets,"Jul 4, 2008",335357,Pakistan,Bangladesh,Pakistan
1200,Karachi,6 wickets,"Jul 3, 2008",335356,India,Sri Lanka,India
1199,Aberdeen,8 wickets,"Jul 3, 2008",325555,Scotland,New Zealand,New Zealand
1198,Karachi,8 wickets,"Jul 2, 2008",335355,Pakistan,India,Pakistan
1197,Aberdeen,5 wickets,"Jul 2, 2008",325556,Scotland,Ireland,Scotland
1196,King City (NW),77 runs,"Jul 1, 2008",325570,Canada,Bermuda,Canada
1195,Aberdeen,290 runs,"Jul 1, 2008",325554,Ireland,New Zealand,New Zealand
1194,Karachi,158 runs,"Jun 30, 2008",335354,Bangladesh,Sri Lanka,Sri Lanka
1193,King City (NW),11 runs,"Jun 29, 2008",325569,Canada,Bermuda,Bermuda
1192,St George's,7 wickets,"Jun 29, 2008",319145,West Indies,Australia,Australia
1191,Karachi,64 runs,"Jun 29, 2008",335353,Pakistan,Sri Lanka,Sri Lanka
1190,King City (NW),3 wickets,"Jun 28, 2008",325568,Canada,Bermuda,Bermuda
1189,Karachi,7 wickets,"Jun 28, 2008",335352,Bangladesh,India,India
1188,Lord's,51 runs,"Jun 28, 2008",296908,England,New Zealand,New Zealand
1187,St George's,63 runs,"Jun 27, 2008",319144,West Indies,Australia,Australia
1186,Lahore,142 runs,"Jun 26, 2008",335350,Sri Lanka,U.A.E.,Sri Lanka
1185,Karachi,6 wickets,"Jun 26, 2008",335351,Pakistan,India,India
1184,The Oval,1 wicket,"Jun 25, 2008",296907,England,New Zealand,New Zealand
1183,Karachi,256 runs,"Jun 25, 2008",335349,Hong Kong,India,India
1182,Lahore,131 runs,"Jun 25, 2008",335348,Bangladesh,Sri Lanka,Sri Lanka
1181,Kingstown,84 runs,"Jun 24, 2008",319143,West Indies,Australia,Australia
1180,Karachi,155 runs,"Jun 24, 2008",335347,Pakistan,Hong Kong,Pakistan
1179,Lahore,96 runs,"Jun 24, 2008",335346,Bangladesh,U.A.E.,Bangladesh
1178,Bristol,22 runs,"Jun 21, 2008",296906,England,New Zealand,New Zealand
1177,Birmingham,,"Jun 18, 2008",296905,England,New Zealand,no result
1176,Chester-le-Street,114 runs,"Jun 15, 2008",296904,England,New Zealand,England
1175,Dhaka,25 runs,"Jun 14, 2008",345471,India,Pakistan,Pakistan
1174,Dhaka,7 wickets,"Jun 12, 2008",345470,Bangladesh,India,India
1173,Dhaka,140 runs,"Jun 10, 2008",345469,India,Pakistan,India
1172,Dhaka,70 runs,"Jun 8, 2008",345468,Bangladesh,Pakistan,Pakistan
1171,Karachi,150 runs,"Apr 19, 2008",343763,Pakistan,Bangladesh,Pakistan
1170,Multan,7 wickets,"Apr 16, 2008",343762,Pakistan,Bangladesh,Pakistan
1169,Gros Islet,,"Apr 15, 2008",319136,West Indies,Sri Lanka,no result
1168,Lahore,23 runs,"Apr 13, 2008",343761,Pakistan,Bangladesh,Pakistan
1167,Port of Spain,7 wickets,"Apr 12, 2008",319135,West Indies,Sri Lanka,West Indies
1166,Faisalabad,7 wickets,"Apr 11, 2008",343760,Pakistan,Bangladesh,Pakistan
1165,Port of Spain,1 wicket,"Apr 10, 2008",319134,West Indies,Sri Lanka,West Indies
1164,Lahore,152 runs,"Apr 8, 2008",343759,Pakistan,Bangladesh,Pakistan
1163,Dhaka,79 runs,"Mar 22, 2008",335635,Bangladesh,Ireland,Bangladesh
1162,Dhaka,84 runs,"Mar 20, 2008",335634,Bangladesh,Ireland,Bangladesh
1161,Dhaka,8 wickets,"Mar 18, 2008",335633,Bangladesh,Ireland,Bangladesh
1160,Dhaka,7 wickets,"Mar 14, 2008",323951,Bangladesh,South Africa,South Africa
1159,Dhaka,7 wickets,"Mar 12, 2008",323950,Bangladesh,South Africa,South Africa
1158,Chattogram,9 wickets,"Mar 9, 2008",323949,Bangladesh,South Africa,South Africa
1157,Brisbane,9 runs,"Mar 4, 2008",291372,Australia,India,India
1156,Sydney,6 wickets,"Mar 2, 2008",291371,Australia,India,India
1155,Melbourne,13 runs,"Feb 29, 2008",291370,Australia,Sri Lanka,Sri Lanka
1154,Hobart,7 wickets,"Feb 26, 2008",291369,India,Sri Lanka,India
1153,Sydney,18 runs,"Feb 24, 2008",291368,Australia,India,Australia
1152,Christchurch,34 runs,"Feb 23, 2008",300441,New Zealand,England,New Zealand
1151,Melbourne,24 runs,"Feb 22, 2008",291367,Australia,Sri Lanka,Australia
1150,Napier,,"Feb 20, 2008",300440,New Zealand,England,tied
1149,Adelaide,2 wickets,"Feb 19, 2008",291366,India,Sri Lanka,India
1148,Adelaide,50 runs,"Feb 17, 2008",291365,Australia,India,Australia
1147,Perth,63 runs,"Feb 15, 2008",291364,Australia,Sri Lanka,Australia
1146,Auckland,6 wickets,"Feb 15, 2008",300439,New Zealand,England,England
1145,Hamilton,10 wickets,"Feb 12, 2008",300438,New Zealand,England,New Zealand
1144,Canberra,8 wickets,"Feb 12, 2008",291363,India,Sri Lanka,Sri Lanka
1143,Melbourne,5 wickets,"Feb 10, 2008",291362,Australia,India,India
1142,Wellington,6 wickets,"Feb 9, 2008",300437,New Zealand,England,New Zealand
1141,Sydney,128 runs,"Feb 8, 2008",291361,Australia,Sri Lanka,Australia
1140,Brisbane,,"Feb 5, 2008",291360,India,Sri Lanka,no result
1139,Johannesburg,8 wickets,"Feb 3, 2008",298809,South Africa,West Indies,South Africa
1138,Brisbane,,"Feb 3, 2008",291359,Australia,India,no result
1137,Sheikhupura,7 wickets,"Feb 2, 2008",325804,Pakistan,Zimbabwe,Pakistan
1136,Durban,5 wickets,"Feb 1, 2008",298808,South Africa,West Indies,South Africa
1135,Faisalabad,7 wickets,"Jan 30, 2008",325803,Pakistan,Zimbabwe,Pakistan
1134,Port Elizabeth,7 wickets,"Jan 27, 2008",298807,South Africa,West Indies,South Africa
1133,Multan,37 runs,"Jan 27, 2008",325802,Pakistan,Zimbabwe,Pakistan
1132,Cape Town,86 runs,"Jan 25, 2008",298806,South Africa,West Indies,South Africa
1131,Hyderabad (Sind),5 wickets,"Jan 24, 2008",325801,Pakistan,Zimbabwe,Pakistan
1130,Karachi,104 runs,"Jan 21, 2008",325800,Pakistan,Zimbabwe,Pakistan
1129,Centurion,6 wickets,"Jan 20, 2008",298805,South Africa,West Indies,South Africa
1128,Queenstown,10 wickets,"Dec 31, 2007",300428,New Zealand,Bangladesh,New Zealand
1127,Napier,102 runs,"Dec 28, 2007",300427,New Zealand,Bangladesh,New Zealand
1126,Auckland,6 wickets,"Dec 26, 2007",300426,New Zealand,Bangladesh,New Zealand
1125,Hobart,114 runs,"Dec 20, 2007",291347,Australia,New Zealand,Australia
1124,Sydney,,"Dec 16, 2007",291346,Australia,New Zealand,no result
1123,Adelaide,7 wickets,"Dec 14, 2007",291345,Australia,New Zealand,Australia
1122,Bulawayo,5 wickets,"Dec 7, 2007",317581,Zimbabwe,West Indies,West Indies
1121,Harare,6 wickets,"Dec 4, 2007",317580,Zimbabwe,West Indies,West Indies
1120,Cape Town,5 wickets,"Dec 2, 2007",298798,South Africa,New Zealand,South Africa
1119,Harare,110 runs,"Dec 2, 2007",317579,Zimbabwe,West Indies,West Indies
1118,Port Elizabeth,7 wickets,"Nov 30, 2007",298797,South Africa,New Zealand,New Zealand
1117,Harare,30 runs,"Nov 30, 2007",317578,Zimbabwe,West Indies,Zimbabwe
1116,Durban,2 wickets,"Nov 25, 2007",298796,South Africa,New Zealand,South Africa
1115,Jaipur,31 runs,"Nov 18, 2007",297805,India,Pakistan,Pakistan
1114,Gwalior,6 wickets,"Nov 15, 2007",297804,India,Pakistan,India
1113,Kanpur,46 runs,"Nov 11, 2007",297803,India,Pakistan,India
1112,Mohali,4 wickets,"Nov 8, 2007",297802,India,Pakistan,Pakistan
1111,Guwahati,5 wickets,"Nov 5, 2007",297801,India,Pakistan,India
1110,Lahore,14 runs,"Oct 29, 2007",299010,Pakistan,South Africa,South Africa
1109,Nairobi (Gym),1 wicket,"Oct 28, 2007",313994,Kenya,Bermuda,Kenya
1108,Nairobi (Gym),3 wickets,"Oct 27, 2007",313993,Kenya,Bermuda,Kenya
1107,Multan,7 wickets,"Oct 26, 2007",299009,Pakistan,South Africa,South Africa
1106,Nairobi (Gym),8 wickets,"Oct 25, 2007",313992,Kenya,Bermuda,Kenya
1105,Faisalabad,6 wickets,"Oct 23, 2007",299008,Pakistan,South Africa,Pakistan
1104,Nairobi (Gym),4 wickets,"Oct 20, 2007",296687,Kenya,Canada,Kenya
1103,Lahore,25 runs,"Oct 20, 2007",299007,Pakistan,South Africa,Pakistan
1102,Nairobi (Gym),4 wickets,"Oct 18, 2007",296685,Kenya,Canada,Kenya
1101,Lahore,45 runs,"Oct 18, 2007",299006,Pakistan,South Africa,South Africa
1100,Mumbai,2 wickets,"Oct 17, 2007",297799,India,Australia,India
1099,Nagpur,18 runs,"Oct 14, 2007",297798,India,Australia,Australia
1098,Colombo (RPS),107 runs,"Oct 13, 2007",291221,Sri Lanka,England,Sri Lanka
1097,Vadodara,9 wickets,"Oct 11, 2007",297797,India,Australia,Australia
1096,Colombo (RPS),5 wickets,"Oct 10, 2007",291220,Sri Lanka,England,England
1095,Chandigarh,8 runs,"Oct 8, 2007",297796,India,Australia,India
1094,Dambulla,2 wickets,"Oct 7, 2007",291219,Sri Lanka,England,England
1093,Hyderabad (Deccan),47 runs,"Oct 5, 2007",297795,India,Australia,Australia
1092,Dambulla,65 runs,"Oct 4, 2007",291218,Sri Lanka,England,England
1091,Kochi,84 runs,"Oct 2, 2007",297794,India,Australia,Australia
1090,Dambulla,119 runs,"Oct 1, 2007",291217,Sri Lanka,England,Sri Lanka
1089,Bengaluru,,"Sep 29, 2007",297793,India,Australia,no result
1088,Lord's,7 wickets,"Sep 8, 2007",258477,England,India,England
1087,The Oval,2 wickets,"Sep 5, 2007",258476,England,India,India
1086,Leeds,38 runs,"Sep 2, 2007",258475,England,India,India
1085,Manchester,3 wickets,"Aug 30, 2007",258474,England,India,England
1084,Birmingham,42 runs,"Aug 27, 2007",258473,England,India,England
1083,Harare,28 runs,"Aug 26, 2007",300488,Zimbabwe,South Africa,South Africa
1082,Harare,8 wickets,"Aug 25, 2007",300487,Zimbabwe,South Africa,South Africa
1081,Bristol,9 runs,"Aug 24, 2007",258472,England,India,India
1080,Bulawayo,5 wickets,"Aug 22, 2007",300486,Zimbabwe,South Africa,South Africa
1079,Southampton,104 runs,"Aug 21, 2007",258471,England,India,England
1078,Rotterdam,8 wickets,"Aug 20, 2007",296587,Netherlands,Bermuda,Netherlands
1077,Rotterdam,172 runs,"Aug 18, 2007",296586,Netherlands,Bermuda,Netherlands
1076,Glasgow,7 wickets,"Aug 16, 2007",275789,Scotland,India,India
1075,Colombo (RPS),39 runs,"Jul 25, 2007",293483,Sri Lanka,Bangladesh,Sri Lanka
1074,Colombo (RPS),5 wickets,"Jul 23, 2007",293482,Sri Lanka,Bangladesh,Sri Lanka
1073,Colombo (PSS),70 runs,"Jul 20, 2007",293481,Sri Lanka,Bangladesh,Sri Lanka
1072,Belfast,23 runs,"Jul 15, 2007",295787,Ireland,Scotland,Ireland
1071,Dublin,,"Jul 14, 2007",295788,Ireland,West Indies,no result
1070,Belfast,,"Jul 13, 2007",295785,Netherlands,Scotland,no result
1069,Dublin,4 wickets,"Jul 12, 2007",295786,Scotland,West Indies,West Indies
1068,Belfast,1 run,"Jul 11, 2007",295792,Ireland,Netherlands,Ireland
1067,Dublin,10 wickets,"Jul 10, 2007",295784,Netherlands,West Indies,West Indies
1066,Nottingham,93 runs,"Jul 7, 2007",258467,England,West Indies,West Indies
1065,Birmingham,61 runs,"Jul 4, 2007",258466,England,West Indies,West Indies
1064,Toronto,117 runs,"Jul 3, 2007",296566,Canada,Netherlands,Netherlands
1063,Belfast,6 wickets,"Jul 1, 2007",293078,India,South Africa,India
1062,Lord's,79 runs,"Jul 1, 2007",258465,England,West Indies,England
1061,Belfast,6 wickets,"Jun 29, 2007",293077,India,South Africa,India
1060,Belfast,4 wickets,"Jun 26, 2007",293076,India,South Africa,South Africa
1059,Belfast,42 runs,"Jun 24, 2007",293072,Ireland,South Africa,South Africa
1058,Belfast,9 wickets,"Jun 23, 2007",293071,Ireland,India,India
1057,Chennai,13 runs,"Jun 10, 2007",289110,Africa XI,Asia XI,Asia XI
1056,Chennai,31 runs,"Jun 9, 2007",289108,Africa XI,Asia XI,Asia XI
1055,Bengaluru,34 runs,"Jun 6, 2007",289107,Africa XI,Asia XI,Asia XI
1054,Abu Dhabi,115 runs,"May 22, 2007",293506,Pakistan,Sri Lanka,Sri Lanka
1053,Abu Dhabi,98 runs,"May 20, 2007",293505,Pakistan,Sri Lanka,Pakistan
1052,Abu Dhabi,5 wickets,"May 18, 2007",293504,Pakistan,Sri Lanka,Pakistan
1051,Dhaka,46 runs,"May 12, 2007",282689,Bangladesh,India,India
1050,Dhaka,5 wickets,"May 10, 2007",282688,Bangladesh,India,India
1049,Bridgetown,53 runs,"Apr 28, 2007",247507,Australia,Sri Lanka,Australia
1048,Gros Islet,7 wickets,"Apr 25, 2007",247506,Australia,South Africa,Australia
1047,Kingston,81 runs,"Apr 24, 2007",247505,New Zealand,Sri Lanka,Sri Lanka
1046,Bridgetown,1 wicket,"Apr 21, 2007",247504,West Indies,England,England
1045,St George's,215 runs,"Apr 20, 2007",247503,Australia,New Zealand,Australia
1044,Bridgetown,99 runs,"Apr 19, 2007",247502,West Indies,Bangladesh,West Indies
1043,St George's,8 wickets,"Apr 18, 2007",247501,Ireland,Sri Lanka,Sri Lanka
1042,Bridgetown,9 wickets,"Apr 17, 2007",247500,England,South Africa,South Africa
1041,St George's,7 wickets,"Apr 16, 2007",247499,Australia,Sri Lanka,Australia
1040,Bridgetown,74 runs,"Apr 15, 2007",247498,Bangladesh,Ireland,Ireland
1039,St George's,5 wickets,"Apr 14, 2007",247497,New Zealand,South Africa,New Zealand
1038,Bridgetown,9 wickets,"Apr 13, 2007",247496,Australia,Ireland,Australia
1037,St George's,6 wickets,"Apr 12, 2007",247495,New Zealand,Sri Lanka,Sri Lanka
1036,Bridgetown,4 wickets,"Apr 11, 2007",247494,Bangladesh,England,England
1035,St George's,67 runs,"Apr 10, 2007",247493,West Indies,South Africa,South Africa
1034,Providence,129 runs,"Apr 9, 2007",247492,Ireland,New Zealand,New Zealand
1033,North Sound,7 wickets,"Apr 8, 2007",247491,Australia,England,Australia
1032,Providence,67 runs,"Apr 7, 2007",247490,Bangladesh,South Africa,Bangladesh
1031,North Sound,2 runs,"Apr 4, 2007",247489,England,Sri Lanka,Sri Lanka
1030,Providence,7 wickets,"Apr 3, 2007",247488,Ireland,South Africa,South Africa
1029,North Sound,9 wickets,"Apr 2, 2007",247487,Bangladesh,New Zealand,New Zealand
1028,Providence,113 runs,"Apr 1, 2007",247486,West Indies,Sri Lanka,Sri Lanka
1027,North Sound,10 wickets,"Mar 31, 2007",247485,Australia,Bangladesh,Australia
1026,Providence,48 runs,"Mar 30, 2007",247484,England,Ireland,England
1025,North Sound,7 wickets,"Mar 29, 2007",247483,West Indies,New Zealand,New Zealand
1024,Providence,1 wicket,"Mar 28, 2007",247482,South Africa,Sri Lanka,South Africa
1023,North Sound,103 runs,"Mar 27-28, 2007",247481,West Indies,Australia,Australia
1022,Port of Spain,7 wickets,"Mar 25, 2007",247480,Bangladesh,Bermuda,Bangladesh
1021,Gros Islet,7 wickets,"Mar 24, 2007",247479,England,Kenya,England
1020,Basseterre,83 runs,"Mar 24, 2007",247478,Australia,South Africa,Australia
1019,Kingston,8 wickets,"Mar 23, 2007",247477,West Indies,Ireland,West Indies
1018,Port of Spain,69 runs,"Mar 23, 2007",247476,India,Sri Lanka,Sri Lanka
1017,Basseterre,8 wickets,"Mar 22, 2007",247474,Netherlands,Scotland,Netherlands
1016,Gros Islet,114 runs,"Mar 22, 2007",247475,Canada,New Zealand,New Zealand
1015,Kingston,93 runs,"Mar 21, 2007",247473,Pakistan,Zimbabwe,Pakistan
1014,Port of Spain,198 runs,"Mar 21, 2007",247472,Bangladesh,Sri Lanka,Sri Lanka
1013,Basseterre,7 wickets,"Mar 20, 2007",247470,Scotland,South Africa,South Africa
1012,Gros Islet,148 runs,"Mar 20, 2007",247471,Kenya,New Zealand,New Zealand
1011,Kingston,6 wickets,"Mar 19, 2007",247469,West Indies,Zimbabwe,West Indies
1010,Port of Spain,257 runs,"Mar 19, 2007",247468,Bermuda,India,India
1009,Gros Islet,51 runs,"Mar 18, 2007",247467,Canada,England,England
1008,Basseterre,229 runs,"Mar 18, 2007",247466,Australia,Netherlands,Australia
1007,Kingston,3 wickets,"Mar 17, 2007",247465,Ireland,Pakistan,Ireland
1006,Port of Spain,5 wickets,"Mar 17, 2007",247464,Bangladesh,India,Bangladesh
1005,Basseterre,221 runs,"Mar 16, 2007",247462,Netherlands,South Africa,South Africa
1004,Gros Islet,6 wickets,"Mar 16, 2007",247463,England,New Zealand,New Zealand
1003,Kingston,,"Mar 15, 2007",247461,Ireland,Zimbabwe,tied
1002,Port of Spain,243 runs,"Mar 15, 2007",247460,Bermuda,Sri Lanka,Sri Lanka
1001,Gros Islet,7 wickets,"Mar 14, 2007",247459,Canada,Kenya,Kenya
1000,Basseterre,203 runs,"Mar 14, 2007",247458,Australia,Scotland,Australia
999,Kingston,54 runs,"Mar 13, 2007",247457,West Indies,Pakistan,West Indies
998,St John's,13 runs,"Feb 28, 2007",274779,Bangladesh,Canada,Bangladesh
997,St John's,3 wickets,"Feb 26, 2007",274778,Bermuda,Canada,Canada
996,St John's,8 wickets,"Feb 25, 2007",274777,Bangladesh,Bermuda,Bangladesh
995,Hamilton,1 wicket,"Feb 20, 2007",251496,New Zealand,Australia,New Zealand
994,Auckland,5 wickets,"Feb 18, 2007",251495,New Zealand,Australia,New Zealand
993,Visakhapatnam,7 wickets,"Feb 17, 2007",267713,India,Sri Lanka,India
992,Wellington,10 wickets,"Feb 16, 2007",251494,New Zealand,Australia,New Zealand
991,Johannesburg,9 wickets,"Feb 14, 2007",250672,South Africa,Pakistan,South Africa
990,Margao,5 wickets,"Feb 14, 2007",267715,India,Sri Lanka,India
989,Cape Town,10 wickets,"Feb 11, 2007",250671,South Africa,Pakistan,South Africa
988,Rajkot,5 runs,"Feb 11, 2007",267712,India,Sri Lanka,Sri Lanka
987,Sydney,34 runs,"Feb 11, 2007",249241,Australia,England,England
986,Harare,1 wicket,"Feb 10, 2007",275757,Zimbabwe,Bangladesh,Bangladesh
985,Port Elizabeth,,"Feb 9, 2007",250670,South Africa,Pakistan,no result
984,Harare,14 runs,"Feb 9, 2007",275756,Zimbabwe,Bangladesh,Bangladesh
983,Melbourne,4 wickets,"Feb 9, 2007",249240,Australia,England,England
982,Kolkata,,"Feb 8, 2007",267710,India,Sri Lanka,no result
981,Durban,141 runs,"Feb 7, 2007",250669,South Africa,Pakistan,Pakistan
980,Nairobi (Gym),8 wickets,"Feb 7, 2007",267393,Kenya,Scotland,Kenya
979,Harare,8 wickets,"Feb 6, 2007",275755,Zimbabwe,Bangladesh,Zimbabwe
978,Brisbane,14 runs,"Feb 6, 2007",249239,England,New Zealand,England
977,Nairobi (Gym),6 runs,"Feb 5, 2007",267392,Ireland,Netherlands,Netherlands
976,Nairobi (Jaff),158 runs,"Feb 5, 2007",267391,Kenya,Canada,Kenya
975,Nairobi (Ruaraka),5 wickets,"Feb 5, 2007",267390,Bermuda,Scotland,Bermuda
974,Centurion,164 runs,"Feb 4, 2007",250668,South Africa,Pakistan,South Africa
973,Harare,45 runs,"Feb 4, 2007",275754,Zimbabwe,Bangladesh,Bangladesh
972,Nairobi (Gym),77 runs,"Feb 4, 2007",267389,Kenya,Scotland,Scotland
971,Nairobi (Jaff),6 wickets,"Feb 4, 2007",267388,Canada,Ireland,Canada
970,Nairobi (Ruaraka),8 wickets,"Feb 4, 2007",267387,Bermuda,Netherlands,Netherlands
969,Melbourne,5 wickets,"Feb 4, 2007",249231,Australia,New Zealand,Australia
968,Nairobi (Jaff),2 runs,"Feb 2, 2007",267385,Netherlands,Scotland,Scotland
